"x" "time" "time2"
"62" 0.722268243770812 62 38.44
"63" -0.091591897017216 63 39.69
"64" 0.151328447278193 64 40.96
"65" 0.548551932442003 65 42.25
"66" -0.0828652720175669 66 43.56
"67" 2.89460025997402 67 44.89
"68" -0.979680211772717 68 46.24
"69" -1.61030065236213 69 47.61
"70" 0.612521647283233 70 49
"71" -0.0504302358699052 71 50.41
"72" 0.367738143661109 72 51.84
"73" -1.7145339095526 73 53.29
"74" 2.7365759913935 74 54.76
"75" 1.13732195606411 75 56.25
"76" 1.49372346458939 76 57.76
"77" 0.0687112722267818 77 59.29
"78" -0.442373442043269 78 60.84
"79" 0.350433061438321 79 62.41
"80" 0.132623644113591 80 64
"81" -0.305641923354609 81 65.61
"82" 0.97564504818143 82 67.24
"83" 0.906649687764702 83 68.89
"84" 1.21016046865774 84 70.56
"85" 1.26843429065712 85 72.25
"86" -1.82165682647992 86 73.96
"87" 0.95955732758872 87 75.69
"88" -0.718072363194433 88 77.44
"89" 0.541269217984287 89 79.21
"90" -0.134893083443096 90 81
"91" -0.229747938867782 91 82.81
"92" -0.0204586289288076 92 84.64
"93" -1.02608650835251 93 86.49
"94" -0.882518166802281 94 88.36
"95" -0.445225545623877 95 90.25
"96" -0.082563478840574 96 92.16
"97" 0.59180367418654 97 94.09
"98" -1.47251859220927 98 96.04
"99" -0.86191577757608 99 98.01
"100" -2.12158844309345 100 100
"101" 0.916692625156061 101 102.01
"102" -0.848711795966463 102 104.04
"103" 0.0268328031795264 103 106.09
"104" 0.934735282113995 104 108.16
"105" 0.648782790688702 105 110.25
"106" 1.37735850970164 106 112.36
"107" 0.244448318099622 107 114.49
"108" 2.04019771284566 108 116.64
"109" 1.94329871180243 109 118.81
"110" 1.58832817804122 110 121
"111" 0.119060748859556 111 123.21
"112" 0.17725899143038 112 125.44
"113" 0.145631910305514 113 127.69
"114" 0.403194535766953 114 129.96
"115" 0.192202485801167 115 132.25
"116" 0.478749855918903 116 134.56
"117" -1.62965722521118 117 136.89
"118" -1.364421985065 118 139.24
"119" -1.21196088981542 119 141.61
"120" -0.730348243816871 120 144
"121" -1.0198965677829 121 146.41
"122" -0.269938500137904 122 148.84
"123" -0.633815793782829 123 151.29
"124" -0.0860652598394737 124 153.76
"125" 0.350414019687402 125 156.25
"126" 1.24133106212047 126 158.76
"127" 0.0764237094892385 127 161.29
"128" 0.181405888503177 128 163.84
"129" -0.190186636697009 129 166.41
"130" 0.315723305791429 130 169
"131" -0.50752334742092 131 171.61
"132" 1.82387160599061 132 174.24
"133" 1.84110796824734 133 176.89
"134" -0.146927163248585 134 179.56
"135" -0.208297651073804 135 182.25
"136" 0.148261054256476 136 184.96
"137" -0.285675107099921 137 187.69
"138" 0.532888395157224 138 190.44
"139" 0.54040397201758 139 193.21
"140" 0.284285178594559 140 196
"141" -0.373741643547978 141 198.81
"142" -0.588547969181738 142 201.64
"143" -2.22035865108981 143 204.49
"144" -1.0288582159428 144 207.36
"145" -0.325262132956229 145 210.25
"146" -1.17191392799641 146 213.16
"147" 0.326703156837446 147 216.09
"148" -0.629461038097479 148 219.04
"149" 1.08356847340356 149 222.01
"150" -0.424159911282641 150 225
"151" -0.226597939578227 151 228.01
"152" -0.324746255305389 152 231.04
"153" 1.09783915807388 153 234.09
"154" 0.340233628137257 154 237.16
"155" -1.76028000955483 155 240.25
"156" 0.843914574201955 156 243.36
"157" -0.321669324281953 157 246.49
"158" 2.05126025761362 158 249.64
"159" 0.917931878944084 159 252.81
"160" 0.464766796830142 160 256
"161" -1.08301507422988 161 259.21
"162" -0.43983436064163 162 262.44
"163" 0.419817157540971 163 265.69
"164" 0.71561975155938 164 268.96
"165" -0.0153885434591104 165 272.25
"166" -0.769445598146326 166 275.56
"167" 0.216542882506612 167 278.89
"168" 1.43393124733706 168 282.24
"169" 0.177295125605212 169 285.61
"170" 1.49004844760338 170 289
"171" -0.547953843946092 171 292.41
"172" 0.989372164682412 172 295.84
"173" -0.24962769995905 173 299.29
"174" -0.582234980308041 174 302.76
"175" 0.580461504785402 175 306.25
"176" 0.0559577285282638 176 309.76
"177" 1.8227309608276 177 313.29
"178" -1.45048720862551 178 316.84
"179" 1.37137142333637 179 320.41
"180" -0.656927079440157 180 324
"181" 0.558825724515456 181 327.61
"182" 0.96834069272734 182 331.24
"183" 0.579268594819903 183 334.89
"184" 1.77108705386977 184 338.56
"185" 0.389889698787623 185 342.25
"186" 0.79576574072448 186 345.96
"187" 1.59644570192009 187 349.69
"188" 0.246021686847313 188 353.44
"189" 1.35062310905411 189 357.21
"190" 1.40525256067338 190 361
"191" -0.513830152324702 191 364.81
"192" 0.783540192780118 192 368.64
"193" -0.423765107983296 193 372.49
"194" 0.696822012267757 194 376.36
"195" 1.05175370249505 195 380.25
"196" 0.0230572563872115 196 384.16
"197" 0.414029634701907 197 388.09
"198" -0.0762569214934188 198 392.04
"199" -0.809271947792897 199 396.01
"200" -0.374306559200338 200 400
"201" -0.356483778602627 201 404.01
"202" 0.750803408266114 202 408.04
"203" 0.475800929064165 203 412.09
"204" 0.151815186376743 204 416.16
"205" 2.57491279123401 205 420.25
"206" 0.0665677769903676 206 424.36
"207" -0.205666405585121 207 428.49
"208" 1.90576851921116 208 432.64
"209" -0.239591156498111 209 436.81
"210" 1.81657576759775 210 441
"211" 1.63747984730098 211 445.21
"212" -0.272896873728459 212 449.44
"213" -0.358616140915283 213 453.69
"214" 0.921993289701272 214 457.96
"215" 3.40241285477509 215 462.25
"216" 1.20017704526994 216 466.56
"217" -0.703980706874638 217 470.89
"218" 0.4266194269082 218 475.24
"219" -0.423290633593384 219 479.61
"220" 2.54100027851788 220 484
"221" 0.355596262676377 221 488.41
"222" 1.31769391800711 222 492.84
"223" 2.39556534628117 223 497.29
"224" -0.906760080814704 224 501.76
"225" 0.0164246027890822 225 506.25
"226" 2.4863159257287 226 510.76
"227" 1.76358337554321 227 515.29
"228" 2.29959107565835 228 519.84
"229" 2.51594755720681 229 524.41
"230" 0.244316592963988 230 529
"231" 1.20480376712746 231 533.61
"232" 1.6013692145659 232 538.24
"233" 1.14432744247709 233 542.89
"234" 1.23780881830659 234 547.56
"235" 0.839233510352071 235 552.25
"236" 1.20976140846058 236 556.96
"237" 1.34982904562638 237 561.69
"238" 1.02403429697034 238 566.44
"239" 0.556727959005211 239 571.21
"240" 1.64432133813133 240 576
"241" 0.943274295927994 241 580.81
"242" 1.30350947725321 242 585.64
"243" 2.02988351733847 243 590.49
"244" 0.759653198538686 244 595.36
"245" 2.40119380275329 245 600.25
"246" 2.06884173965664 246 605.16
"247" 0.886827881744642 247 610.09
"248" 0.302866108420426 248 615.04
"249" 1.25391324903652 249 620.01
"250" -0.388262339882529 250 625
"251" 0.394973835056299 251 630.01
"252" 0.81775869911721 252 635.04
"253" 0.642029794402255 253 640.09
"254" 1.33244537361375 254 645.16
"255" 1.38749887394477 255 650.25
"256" 1.52355176770562 256 655.36
"257" 1.82333567632718 257 660.49
"258" 0.715505250097905 258 665.64
"259" 0.785051485397902 259 670.81
"260" 3.61280502380533 260 676
"261" 1.74726910103605 261 681.21
"262" 0.767276652665407 262 686.44
"263" 1.8366836100336 263 691.69
"264" 1.40652591898212 264 696.96
"265" 2.85218558914679 265 702.25
"266" 0.40329952437039 266 707.56
"267" 0.341188808889459 267 712.89
"268" 0.730880146191377 268 718.24
"269" 1.20431402914774 269 723.61
"270" 1.82204229403939 270 729
"271" 1.39925890865533 271 734.41
"272" 2.33059074601389 272 739.84
"273" -0.213890213170304 273 745.29
"274" 0.851682019922378 274 750.76
"275" 1.6671188081008 275 756.25
"276" 1.57298310527647 276 761.76
"277" 2.71005810763271 277 767.29
"278" 0.329252171924536 278 772.84
"279" 1.74614023864926 279 778.41
"280" 0.972122180865305 280 784
"281" 1.83447740949144 281 789.61
"282" 0.24928706618807 282 795.24
"283" 0.685550630355203 283 800.89
"284" 1.88328029289522 284 806.56
"285" -0.228100475026049 285 812.25
"286" 1.02146932190606 286 817.96
"287" 1.69948427241477 287 823.69
"288" 2.03294864062323 288 829.44
"289" 0.761857684213089 289 835.21
"290" 2.62527861336968 290 841
"291" 3.45687274121977 291 846.81
"292" 3.15086310384286 292 852.64
"293" 1.20510368486319 293 858.49
"294" 0.946087443117805 294 864.36
"295" 0.341410702687898 295 870.25
"296" 1.83372365756203 296 876.16
"297" 1.47070119204219 297 882.09
"298" 2.21865644204178 298 888.04
"299" 0.919223289998904 299 894.01
"300" 2.05108714701321 300 900
"301" 1.34237954080605 301 906.01
"302" 0.670089849526342 302 912.04
"303" 2.05112765597479 303 918.09
"304" 1.90009689272548 304 924.16
"305" 1.03689514475833 305 930.25
"306" 1.43452081799287 306 936.36
"307" 4.12819929041575 307 942.49
"308" 1.33116571549005 308 948.64
"309" 1.30785198376686 309 954.81
"310" 1.0723692948141 310 961
"311" 1.4168098432424 311 967.21
"312" 3.59587487787367 312 973.44
"313" 0.768850904287547 313 979.69
"314" 3.37910865968113 314 985.96
"315" 1.90554423165201 315 992.25
"316" -0.253455544683578 316 998.56
"317" 1.40318222680371 317 1004.89
"318" 2.365829799573 318 1011.24
"319" 2.37270172547875 319 1017.61
"320" 2.34823251393699 320 1024
"321" 1.09878342847291 321 1030.41
"322" 4.09800250334099 322 1036.84
"323" 2.73613972361326 323 1043.29
"324" -0.223266834113409 324 1049.76
"325" 2.59529324852211 325 1056.25
"326" 0.32546590489997 326 1062.76
"327" 2.02024850519457 327 1069.29
"328" 2.58337596006345 328 1075.84
"329" -0.134530808065443 329 1082.41
"330" 0.292563751788731 330 1089
"331" 2.68708628729371 331 1095.61
"332" 1.7912401658798 332 1102.24
"333" 2.7489360166803 333 1108.89
"334" 2.8821468722538 334 1115.56
"335" 2.20034324646562 335 1122.25
"336" 2.22580111601388 336 1128.96
"337" 1.26101260321926 337 1135.69
"338" 0.035647992799362 338 1142.44
"339" 1.97030368944271 339 1149.21
"340" 1.33391242296226 340 1156
"341" 3.2240871586494 341 1162.81
"342" 1.8619033164669 342 1169.64
"343" 2.66659136692277 343 1176.49
"344" 0.853395630549268 344 1183.36
"345" 1.6886650745485 345 1190.25
"346" 2.79399728494895 346 1197.16
"347" 2.63289530859407 347 1204.09
"348" 0.572167224432563 348 1211.04
"349" 3.14543050754479 349 1218.01
"350" 0.63607899936346 350 1225
"351" 1.09330795200437 351 1232.01
"352" 1.25454377684848 352 1239.04
"353" 1.14290646202229 353 1246.09
"354" 3.30215540317664 354 1253.16
"355" 3.0966225002304 355 1260.25
"356" 3.10641993430716 356 1267.36
"357" 1.69196439425154 357 1274.49
"358" 1.79975726965909 358 1281.64
"359" 2.18042558701581 359 1288.81
"360" -0.491952162369079 360 1296
"361" 3.46164107202703 361 1303.21
"362" 1.17661473137304 362 1310.44
"363" 0.913971871064636 363 1317.69
"364" 2.76535986949684 364 1324.96
"365" 3.64114160473531 365 1332.25
"366" 3.44199915721417 366 1339.56
"367" 2.84697115980657 367 1346.89
"368" 0.861219917279846 368 1354.24
"369" -0.0817352131692477 369 1361.61
"370" 1.0276762527458 370 1369
"371" 1.40609183235121 371 1376.41
"372" 2.54719362053281 372 1383.84
"373" 2.20088296969486 373 1391.29
"374" 1.6007331539199 374 1398.76
"375" 1.45119941517544 375 1406.25
"376" 2.60931572724449 376 1413.76
"377" 4.14079619700338 377 1421.29
"378" 2.16068782556824 378 1428.84
"379" 1.57108890414479 379 1436.41
"380" 1.98158993102863 380 1444
"381" 2.01835375875536 381 1451.61
"382" 1.59615759640077 382 1459.24
"383" 2.36618545020727 383 1466.89
"384" 3.93086202435977 384 1474.56
"385" 1.26103278665726 385 1482.25
"386" 1.02322312058233 386 1489.96
"387" 2.07156822607909 387 1497.69
"388" 2.00911486122569 388 1505.44
"389" 1.77498886696667 389 1513.21
"390" 2.07877634893131 390 1521
"391" 2.13464592150085 391 1528.81
"392" 2.2404761419131 392 1536.64
"393" 3.17265274432272 393 1544.49
"394" 1.8166443505065 394 1552.36
"395" 1.2537538494623 395 1560.25
"396" 1.41750955165182 396 1568.16
"397" 1.435437239378 397 1576.09
"398" 2.84967205360075 398 1584.04
"399" 0.0461944827367287 399 1592.01
"400" 1.59630555544024 400 1600
"401" 2.05244928645448 401 1608.01
"402" 1.21601536978375 402 1616.04
"403" 3.03022270009598 403 1624.09
"404" 2.71724676967595 404 1632.16
"405" 1.84249953618019 405 1640.25
"406" 1.79095055706338 406 1648.36
"407" 4.65683145308129 407 1656.49
"408" 2.68726332784378 408 1664.64
"409" 0.940139013724432 409 1672.81
"410" 2.92329048838609 410 1681
"411" 3.32863453273458 411 1689.21
"412" 0.129617292104392 412 1697.44
"413" 1.72225128022261 413 1705.69
"414" 1.99147337704743 414 1713.96
"415" 3.03600246610174 415 1722.25
"416" 3.24156402862696 416 1730.56
"417" 3.96504819662811 417 1738.89
"418" 3.0278429648253 418 1747.24
"419" 1.76542614801364 419 1755.61
"420" 1.47803991969597 420 1764
"421" 2.02541302988401 421 1772.41
"422" 0.411339503382226 422 1780.84
"423" 1.72349616548064 423 1789.29
"424" 3.30326566463316 424 1797.76
"425" 2.4259445703863 425 1806.25
"426" 1.54827905850318 426 1814.76
"427" 3.25776584110944 427 1823.29
"428" 2.01213372304478 428 1831.84
"429" 1.06776842302048 429 1840.41
"430" 2.48052602984154 430 1849
"431" 4.03193879899659 431 1857.61
"432" 3.26332184033471 432 1866.24
"433" 2.51368402593862 433 1874.89
"434" 2.43114859321755 434 1883.56
"435" 2.11734189581559 435 1892.25
"436" 1.68390234266107 436 1900.96
"437" 3.1188623512017 437 1909.69
"438" 4.15422153200343 438 1918.44
"439" 3.97966729909383 439 1927.21
"440" 3.52297873913042 440 1936
"441" 4.14949215933871 441 1944.81
"442" 1.31924942912136 442 1953.64
"443" 5.26848130453857 443 1962.49
"444" 4.05232935337979 444 1971.36
"445" 1.34225283470844 445 1980.25
"446" 1.40812312436624 446 1989.16
"447" 2.48787874607392 447 1998.09
"448" 3.57176971702386 448 2007.04
"449" 1.97576008300249 449 2016.01
"450" 2.44979202806471 450 2025
"451" 2.39024715312367 451 2034.01
"452" 2.76091684513861 452 2043.04
"453" 2.68666010568604 453 2052.09
"454" 5.57119628565232 454 2061.16
"455" 3.48466023304539 455 2070.25
"456" 1.40142407827543 456 2079.36
"457" 2.81299243873325 457 2088.49
"458" 1.9066635068387 458 2097.64
"459" 1.53926653589058 459 2106.81
"460" 4.48093983602948 460 2116
"461" 2.65841898981674 461 2125.21
"462" 3.33915458785032 462 2134.44
"463" 3.5723716971974 463 2143.69
"464" 2.60013425106316 464 2152.96
"465" 4.71455827448176 465 2162.25
"466" 3.79961665470898 466 2171.56
"467" 4.31149359431355 467 2180.89
"468" 2.29276140196343 468 2190.24
"469" 3.34598003974779 469 2199.61
"470" 4.31836904475745 470 2209
"471" 3.60650337201253 471 2218.41
"472" 3.81239280199137 472 2227.84
"473" 4.606483943216 473 2237.29
"474" 3.07079400882122 474 2246.76
"475" 3.5786465762162 475 2256.25
"476" 4.64729487001197 476 2265.76
"477" 3.90012699707022 477 2275.29
"478" 2.687157675568 478 2284.84
"479" 3.68262036896941 479 2294.41
"480" 1.07533946561795 480 2304
"481" 4.41728632102405 481 2313.61
"482" 3.85496632166486 482 2323.24
"483" 3.22022411802045 483 2332.89
"484" 3.81545112416997 484 2342.56
"485" 4.39214351168028 485 2352.25
"486" 4.17378225919976 486 2361.96
"487" 2.26979165155201 487 2371.69
"488" 6.61296141692389 488 2381.44
"489" 4.6360155225027 489 2391.21
"490" 3.19081937722757 490 2401
"491" 3.85823499004848 491 2410.81
"492" 4.81539425627798 492 2420.64
"493" 4.66064657517317 493 2430.49
"494" 3.13451738341592 494 2440.36
"495" 1.86485252831434 495 2450.25
"496" 1.87257336838713 496 2460.16
"497" 3.55426573882949 497 2470.09
"498" 2.15659280117023 498 2480.04
"499" 2.73380555826659 499 2490.01
"500" 4.37967903247929 500 2500
